,titulo,descricao_do_recurso,tipo_de_recurso
33, Papado, As atividades apresentadas pelo software educacional PAPADO estão relacionadas aos conceitos trabalhados no 1º ano do ensino fundamental <VIRGULA> como Simetria <VIRGULA> Cores <VIRGULA> Figuras <VIRGULA> Ordinalidade <VIRGULA> Conjunto <VIRGULA> Quantidade <VIRGULA> Adição e Subtração. O desenvolvimento do software educacional PAPADO se deu baseado nas atividades habituais praticadas pelos professores com as crianças nas salas de aula. O software possui telas computacionais bastante simples <VIRGULA> utilizando-se de figuras <VIRGULA> cores e formas que ressaltam o lúdico com o objetivo de estimular o desenvolvimento do raciocínio lógico matemático e a tomada de decisões através dos recursos de multimídia <VIRGULA> o qual possibilita que as crianças adquiram conhecimento de forma divertida e interativa. Para os recursos de imagens <VIRGULA> usou-se a ferramenta Macromedia Fireworks MX e Adobe PhotoShop 8.0. Estas ferramentas possibilitaram o tratamento das imagens de forma que permitisse o uso de cores e efeitos de maior qualidade e fosse atraente para a criança. Os dispositivos de som foram programados a partir da ferramenta Windows Media Player <VIRGULA> que possibilitou programar os efeitos sonoros para o software <VIRGULA> como os aplausos (efeito sonoro quando a criança completa corretamente uma atividade) e o som de “alerta” (efeito sonoro quando a criança completa erroneamente uma atividade). Os efeitos visuais <VIRGULA> as animações e a construção do software educacional PAPADO foram desenvolvidos e programados utilizando-se a ferramenta Macromedia Flash MX <VIRGULA> que possibilitou a manipulação dos objetos e os recursos multimídia <VIRGULA> produzindo interfaces gráficas com leiaute moderno e criativo <VIRGULA> principalmente permitindo seu uso em computadores que não demandam de grandes performances e configuração <VIRGULA> pois esta ferramenta produz arquivos de tamanhos pequenos e de alta resolução. A escolha desta ferramenta e a programação nela desenvolvida ocorreram <VIRGULA> principalmente <VIRGULA> por permitir que o programa construído seja utilizado em vários computadores simultaneamente <VIRGULA> como em laboratórios de informática <VIRGULA> salas de aula <VIRGULA> sem a necessidade de estar conectado à internet ou dependente de qualquer outro computador ou recurso computacional. As atividades do software educacional foram estabelecidas através de níveis de conhecimento. O nível 1 tem por objetivo o estudo dos conhecimentos de Simetria <VIRGULA> com atividades de identificação de imagens que se completam <VIRGULA> identificação de figuras idênticas e associação entre figuras similares. O nível 2 objetiva o estudo das cores <VIRGULA> o conhecimento dos números e de ordinalidade. O nível 3 aborda o estudo de quantidades e conjuntos. O nível 4 apresenta a operação de adição e o nível 5 contém a operação de subtração. Cada nível do software possui três atividades. As atividades são apresentadas à criança em uma ordem pré-estabelecida na programação do software educacional PAPADO, Animação/simulação
34, O Problema da Caixa com Tampa, Através do processo de modelagem matemática de um problema de otimização <VIRGULA> esta atividade explora os conceitos de domínio <VIRGULA> imagem e gráfico de função. O enunciado do problema é o seguinte: “Um fabricante quer construir caixas com tampa a partir de uma folha de papelão retangular medindo 10 cm por 16 cm. Para construir a caixa <VIRGULA> dois quadrados e dois retângulos são removidos dos cantos da folha de papelão. As abas que sobram são então dobradas para cima de modo a formar uma caixa com tampa. Quanto deve ser x <VIRGULA> a medida em centímetros dos lados dos quadrados que são retirados da folha de papelão <VIRGULA> para que o volume V da caixa seja o maior possível?”, Animação/simulação
35, O Problema do Barbante: Quadrado e Círculo, Através do processo de modelagem matemática de um problema de otimização <VIRGULA> esta atividade explora os conceitos de domínio <VIRGULA> imagem e gráfico de função. O enunciado do problema é o seguinte: “Um fio de barbante de 10 metros de comprimento pode ser usado ou para construir um quadrado <VIRGULA> ou para construir um círculo ou ele pode ser cortado em dois pedaços (não necessariamente de mesmo tamanho) de modo que um dos pedaços é usado para construir um quadrado e o outro pedaço é usado para construir um círculo. Quanto deve ser x <VIRGULA> a medida em metros do pedaço do barbante usado para construir o quadrado <VIRGULA> para que a soma S das áreas das figuras produzidas seja a maior possível? Quanto deve ser x <VIRGULA> a medida em metros do pedaço do barbante usado para construir o quadrado <VIRGULA> para que a soma S das áreas das figuras produzidas seja a menor possível?”, Animação/simulação
36, Trabalho<VIRGULA> energia e potência mecânica - Parte II, Cleber Brasil está com sua atenção focada para o circuito de bicicross e se importando bem menos em estudar para a prova de Física <VIRGULA> para a qual sua irmã <VIRGULA> Maria Brasil <VIRGULA> demonstra estar ‘afiada’. Chega o dia da prova e o Professor Galileo Lattes (avatar do autor) está na Rádio Atrito <VIRGULA> transmitindo o evento <VIRGULA> quando um imprevisto acontece. Aspectos relacionados ao Trabalho <VIRGULA> Potência <VIRGULA> Energia Mecânica <VIRGULA> Força de Atrito e outros conceitos físicos são abordados de forma contextualizada <VIRGULA> alcançando a Mecânica Quântica <VIRGULA> através do Princípio da Incerteza de Heisenberg e a Teoria da Relatividade de Einstein, Áudio
37, A química entre nós : Comunicação química, Este é um áudio foi desenvolvido para despertar e trabalhar do ponto de vista da Química <VIRGULA> principalmente química orgânica <VIRGULA> que uma substância <VIRGULA> devido a sua estrutura <VIRGULA> geometria <VIRGULA> isomeria e reatividade <VIRGULA> pode estar envolvida na comunicação entre organismos vivos. Essa “descoberta” pode levar a compreensão de que o conhecimento das diversas áreas de aprendizagem é importante para as transformações que têm ocorrido em nosso planeta em um contexto histórico dessas transformações e que como as mudanças de hábitos e costumes da sociedade contemporânea podem alterá-las, Áudio
38, Eletricidade - Campo elétrico e Diferença de potencial, Desenvolver habilidades para relacionar aspectos do entorno social à fenomenologia da Física <VIRGULA> vencendo expectativas meramente propedêuticas; desenvolver capacidade para delinear o contorno de problemas e buscar <VIRGULA> por via investigativa <VIRGULA> suas possíveis soluções; elaborar intelectualmente a modelagem do conhecimento <VIRGULA> ou sua produção <VIRGULA> à medida que ao serem apresentados problemas <VIRGULA> de forma contextualizada <VIRGULA> o usuário é convidade/desafiado a resolvê-los; oportunizar uma maior abrangência dos aspectos tecnológicos relacionados ao desenvolvimento da Física <VIRGULA> sem perder de vista sua historicidade. Quando aos objetivos específicos <VIRGULA> este plataforma de aprendizagem contempla a compreensão dos fenômenos relacionados aos conceitos que envolvem identificar campo elétrico uniforme <VIRGULA> análise geometria do campo elétrico uniforme <VIRGULA> trabalho da força elétrica num campo elétrico uniforme <VIRGULA> e diferença de potencial num campo elétrico uniforme.Abrirá também a dimensão histórica da física <VIRGULA> a respeito do desenvolvimento do pensamento sistêmico que permite <VIRGULA> ao longo do tempo <VIRGULA> a construção de bases epistemológicas e seus inúmeros desdobramentos e aplicações na solução de problemas, Animação/simulação
39, A física e o cotidiano: Arco-íris, A situação abordada na mídia gira em torno da formação do arco-íris <VIRGULA> alguns dos fenômenos físicos e fatos históricos envolvidos <VIRGULA> bem como a influência deste no nosso cotidiano. O diálogo — que ocorre entre os personagens <VIRGULA> situados na cidade de Salvador <VIRGULA> Bahia <VIRGULA> Brasil — <VIRGULA> aborda o fenômeno a partir dos questionamentos de estudantes que fazem aulas de remo no Dique do Tororó. Desta forma os questionamentos e curiosidades apresentadas pelos envolvidos <VIRGULA> possibilitam ao ouvinte identificar o conteúdo de Física <VIRGULA> além de outras áreas do conhecimento presentes, Áudio
40, Família Colletidae, Imagens de abelhas pertencentes à familia Colletidae <VIRGULA> provavelmente a mais primitiva família das abelhas. São abelhas solitárias e geralmente especializadas nas plantas que visitam. Representantes desta família são abundantes e mais diversificados na Austrália e na parte temperada da América do Sul. No sul do Brasil 44 espécies de Colletinae são conhecidas. Abelhas da tribo Paracolletini são comuns na região das Araucárias <VIRGULA> e abundantes e morfologicamente diversas na parte sul do leste da América do Sul (sul do Brasil e Argentina). Poucas alcançam o norte e as áreas áridas do nordeste do Brasil, Imagem
41, Os Curiosos – Corrente Elétrica, Audiovisual. Essa atividade aborda o tema Corrente Elétrica. A discussão inicial é em torno da importância da eletricidade no cotidiano moderno. Para entender melhor o assunto <VIRGULA> o físico explica <VIRGULA> de uma forma bem simples e interessante <VIRGULA> como gerar eletricidade usando suco de limão <VIRGULA> uma moeda de cobre e um prego folheado a zinco. O desafio das equipes é mostrar alguma coisa surpreendente usando o conceito de corrente elétrica. A equipe vermelha vai mostrar que o corpo humano tem eletricidade. Por meio de um eletrocardiograma <VIRGULA> capta impulsos elétricos que fazem o coração bater. Já a equipe preta tem a missão de fazer um carro com a bateria descarregada funcionar. Eles vão mostrar que isso é possível fazendo transferência de carga de uma bateria carregada para outra descarregada. Para finalizar e explicar melhor o assunto <VIRGULA> o físico fala sobre o funcionamento de uma usina hidrelétrica e também faz comentários sobre os desafios realizados pelas equipes, Vídeo
42, Números 1, A animação apresenta uma tela com seis figuras de diferentes animais. Ao lado de cada animal encontra-se posicionado um espaço <VIRGULA> para ser preenchido pelo aluno <VIRGULA> com a representação numérica da quantidade do mesmo animal <VIRGULA> que aparece repetida ao lado. Acionado o ícone “Novo exercício” surgirá um novo grupo de animais na tela e o ícone “início” retorna à tela inicial. O recurso não oferece nenhum retorno ao usuário <VIRGULA> quando este erra algum dos números solicitados <VIRGULA> porém ao acertar todos os valores uma mensagem parabenizando o usuário é apresentada na tela do objeto, Animação/simulação
43, Mecânica: Princípio e leis de conservação - Parte II, Cleber Brasil está com sua atenção focada para o circuito de bicicross e se importando bem menos em estudar para a prova de Física <VIRGULA> para a qual sua irmã <VIRGULA> Maria Brasil <VIRGULA> demonstra estar ‘afiada’. Chega o dia da prova e o Professor Galileo Lattes (avatar do autor) está na Rádio Atrito <VIRGULA> transmitindo o evento <VIRGULA> quando um imprevisto acontece. Aspectos relacionados ao Trabalho <VIRGULA> Potência <VIRGULA> Energia Mecânica <VIRGULA> Força de Atrito e outros conceitos físicos são abordados de forma contextualizada <VIRGULA> alcançando a Mecânica Quântica <VIRGULA> através do Princípio da Incerteza de Heisenberg e a Teoria da Relatividade de Einstein, Áudio
44, Nanofitas de óxido de estanho, A realização dos projetos em nanotecnologia pelo Centro Multidisciplinar para o Desenvolvimento de Materiais Cerâmicos (CMDMC) e pelo Instituto Nacional de Ciência e Tecnologia dos Materiais em Nanotecnologia (INCTMN) envolve o apoio das seguintes instituições: Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP) <VIRGULA> Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq) <VIRGULA> Universidade Estadual Paulista Júlio Mesquita Filho (Unesp) <VIRGULA> Universidade de São Paulo (USP) <VIRGULA> Universidade Federal de São Carlos (UFSCar) <VIRGULA> Instituto de Pesquisas Energéticas e Nucleares (IPEN) e Laboratório Interdisciplinar de Eletroquímica e Cerâmica (LIEC). Os projetos contam ainda com colaboradores de várias universidades e institutos de pesquisa <VIRGULA> do Brasil e do exterior. Os resultados destes trabalhos contribuíram com um aumento no índice de publicações internacionais de artigos científicos pelo Brasil, Vídeo
