,titulo,descricao_do_recurso,tipo_de_recurso
1370, Conflito, Vídeo sobre conflito - lingua portuguesa, Animação/simulação
1371, Contrarreforma, Vídeo sobre a contrarreforma, Animação/simulação
1372, Diálogo simples, Vídeo sobre diálogo simples, Animação/simulação
1373, Eu vejo..., Vídeo com exemplos de Eu vejo..., Animação/simulação
1374, O trabalho na Sociedade Capitalista, Aula sobre O trabalho na Sociedade Capitalista, Livro digital
1375, Os tipos de Família, Aula sobre os tipos de família, Livro digital
1376, Monte Castelo, Vídeo sobre Monte Castelo - Intertextualidade, Animação/simulação
1377, Pensar é transgredir, Vídeo sobre Coesão - Pensar é transgredir, Animação/simulação
1378, Pitombeira Macho, Vídeo sobre o conto Pitombeira Macho, Animação/simulação
1379, Sobre a seca do nordeste, Vídeo Sobre a seca do nordeste, Animação/simulação
1380, Onde encontrar Os Lusíadas, Vídeo sobre Onde encontrar Os Lusíadas, Animação/simulação
1381, Primeiro Reinado, Apresentação em PDF sobre Primeiro Reinado., Apresentação
1382, Permutação, Apresentação em PDF sobre permutação., Apresentação
1383, Patrimônio arqueológico brasileiro, Aula sobre Patrimônio arqueológico brasileiro, Animação/simulação
1384, O trabalho da história, Aula sobre O trabalho da história, Livro digital
1385, Aula Sistema Digestório, Aula sistema digestório: órgãos e enzimas., Vídeo
1386, Aula Composição do Ar, Aula Composição do Ar, Vídeo
1387, Aula sobre AVES, Aula sobre aves:Características e adaptações., Vídeo
1388, Aula Cadeia e Teia alimentar, Aula sobre cadeia e teia alimentar, Vídeo
1389, Aula eclipse solar e lunar, Aula sobre eclipse solar e lunar, Vídeo
1390, LIGAÇÕES IÔNICAS, Esta vídeoaula aborda as ligações iônicas., Vídeo
1391, LIGAÇÕES COVALENTES - MONTAGEM DAS ESTRUTURAS, Esta vídeoaula aborda as ligações covalentes., Vídeo
1392, GEOMETRIA MOLECULAR, Esta vídeoaula aborda a geometria molecular., Vídeo
1393, INTERAÇÕES INTERMOLECULARES - A LIGAÇÃO DE HIDROGÊNIO (Aula 2), Esta vídeoaula aborda a ligação de hidrogênio., Vídeo
1394, [AULA QUÍM. ORG.] ISOMERIA ÓPTICA (Quiralidade<VIRGULA> Estereoisômeros<VIRGULA> Isômeros Ativos<VIRGULA> Racêmicos), Esta vídeoaula aborda a isomeria óptica., Vídeo
1395, Teorema de Tales, Geometria Plana: Teorema de Tales, Vídeo
1396, Área de circunferência, Área de circunferência., Vídeo
1397, Adição e Subtração de um modo diferente, Adição e Subtração de um modo diferente!, Vídeo
1398, Aula de Multiplicação de um modo diferente, Multiplicação e divisão de um modo diferente!, Vídeo
1399, Aula de Números primos e Fatoração, Aula de Números primos e Fatoração, Vídeo
1400, Maior Divisor Comum e Menor Múltiplo Comum, Maior Divisor Comum e Menor Múltiplo Comum, Vídeo
1401, Geometria Projetiva: Perspectiva, Geometria Projetiva: Perspectiva, Vídeo
1402, Medidas e Decimais, Medidas e Decimais, Vídeo
1403, Números Negativos: Introdução, Números Negativos: Introdução, Vídeo
1404, Grafos, Aula sobre Grafos, Vídeo
1405, QG01. Funções Inorgânicas: Introdução e Conceitos Gerais (1/12) [Funções Inorgânicas], O título da aula é auto explicativo, Vídeo
1406, QG02. Ácidos: Definição e Classificação (2/12) [Funções Inorgânicas], O título da aula é auto explicativo, Vídeo
1407, QG03. Força Ácida (3/12) [Funções Inorgânicas], O título da aula é auto explicativo, Vídeo
1408, QG04. Nomenclatura dos Ácidos I (4/12) [Funções Inorgânicas], O título da aula é auto explicativo, Vídeo
1409, QG05. Nomenclatura dos Ácidos II (5/12) [Funções Inorgânicas], O título da aula é auto explicativo, Vídeo
1410, QG06. Fórmulas Estruturais e Ácidos Meta<VIRGULA> Piro e Orto Zona Nerd (6/12) [Funções Inorgânicas], O título da aula é auto explicativo, Vídeo
1411, QG07. Bases (7/12) [Funções Inorgânicas], O título da aula é auto explicativo, Vídeo
1412, QG08. Sais Definição e Nomenclatura (8/12) [Funções Inorgânicas], O título da aula é auto explicativo, Vídeo
1413, QG09. Sais Classificação I (9/12) [Funções Inorgânicas], O título da aula é auto explicativo, Vídeo
1414, QG10. Sais Classificação II (10/12) [Funções Inorgânicas], O título da aula é auto explicativo, Vídeo
1415, QG11. Óxidos (11/12) [Funções Inorgânicas], O título da aula é auto explicativo, Vídeo
1416, QG12. Teorias Modernas de Ácido e Base (12/12) [Funções Inorgânicas], O título da aula é auto explicativo, Vídeo
1417, 1. Introdução a Química: Matéria e Estados Físicos [Química Geral], O título da aula é auto explicativo, Vídeo
1418, 2. Introdução a Química: Fenômenos Químicos e Físicos [Química Geral], O título da aula é auto explicativo, Vídeo
1419, 3. Introdução a Química: Substâncias Simples e Compostas [Química Geral], O título da aula é auto explicativo, Vídeo
1420, 4. Introdução a Química: Misturas Homogênea e Heterogênea [Química Geral], O título da aula é auto explicativo, Vídeo
1421, 5. Introdução a Química: Mudança de Estado Físico (1/2) [Química Geral], O título da aula é auto explicativo, Vídeo
1422, 6. Introdução a Química: Mudança de Estado Físico (2/2) [Química Geral], O título da aula é auto explicativo, Vídeo
1423, 7. Introdução a Química: Separação de Misturas Homogêneas [Química Geral], O título da aula é auto explicativo, Vídeo
1424, 8. Introdução a Química: Separação de Misturas Heterogêneas [Química Geral], O título da aula é auto explicativo, Vídeo
1425, Leis Ponderais: Lei de Lavoisier - Aula 1/5 [Química Geral], O título da aula é auto explicativo, Vídeo
1426, Leis Ponderais: Lei de Lavoisier e Einstein - Aula 2/5 [Química Geral], O título da aula é auto explicativo, Vídeo
1427, 3. Leis Ponderais: Lei de Proust - Aula 3/5 [Química Geral], O título da aula é auto explicativo, Vídeo
1428, 4. Leis Ponderais: Lei de Dalton - Aula 4/5 [Química Geral], O título da aula é auto explicativo, Vídeo
1429, 5. Leis Ponderais: Exercício - Aula 5/5 [Química Geral], O título da aula é auto explicativo, Vídeo
1430, 1. Ligações Químicas: A Ligação Iônica [Química Geral], O título da aula é auto explicativo, Vídeo
1431, 2. Ligações Químicas: A Ligação Covalente [Química Geral], O título da aula é auto explicativo, Vídeo
1432, 3. Ligações Químicas: Fórmulas Estruturais [Química Geral], O título da aula é auto explicativo, Vídeo
1433, 4. Ligações Químicas: Geometria Molecular (1/3) [Química Geral], O título da aula é auto explicativo, Vídeo
1434, 5. Ligações Químicas: Geometria Molecular (2/3) [Química Geral], O título da aula é auto explicativo, Vídeo
1435, 6. Ligações Químicas: Geometria Molecular (3/3) [Química Geral], O título da aula é auto explicativo, Vídeo
1436, 7. Ligações Químicas: Forças Intermoleculares (1/2) [Química Geral], O título da aula é auto explicativo, Vídeo
1437, 8. Ligações Químicas: Forças Intermoleculares (2/2) [Química Geral], O título da aula é auto explicativo, Vídeo
1438, 9. NOX<VIRGULA> Reações de Oxirredução e Introdução ao Balanceamento das Equações Químicas [Química Geral], O título da aula é auto explicativo, Vídeo
1439, 10. Balanceamento de Equações Química por Tentativa [Química Geral], O título da aula é auto explicativo, Vídeo
1440, 11.Balanceamento de Equações Química por Oxirredução [Química Geral], O título da aula é auto explicativo, Vídeo
1441, 12. Casos Especiais de Balanceamento de Equações Químicas - Zona Nerd [Química Geral], O título da aula é auto explicativo, Vídeo
1442, 1. Funções Inorgânicas: Introdução (1/2) [Química Geral], O título da aula é auto explicativo, Vídeo
1443, 2. Funções Inorgânicas: Introdução (2/2) [Química Geral], O título da aula é auto explicativo, Vídeo
1444, 3. Funções Inorgânicas: Ácidos (1/3) [Química Geral], O título da aula é auto explicativo, Vídeo
1445, 4. Funções Inorgânicas: Ácidos (2/3) [Química Geral], O título da aula é auto explicativo, Vídeo
1446, 5. Funções Inorgânicas: Ácidos (3/3) [Química Geral], O título da aula é auto explicativo, Vídeo
1447, 6. Funções Inorgânicas: Bases (1/1) [Química Geral], O título da aula é auto explicativo, Vídeo
1448, 7. Funções Inorgânicas: Sais (1/3) [Química Geral], O título da aula é auto explicativo, Vídeo
1449, 8. Funções Inorgânicas - Sais (2/3) [Química Geral], O título da aula é auto explicativo, Vídeo
1450, 9. Funções Inorgânicas: Sais (3/3) [Química Geral], O título da aula é auto explicativo, Vídeo
1451, 10. Funções Inorgânicas: Óxidos (1/2) [Química Geral], O título da aula é auto explicativo, Vídeo
1452, 11. Funções Inorgânicas: Óxidos (2/2) [Química Geral], O título da aula é auto explicativo, Vídeo
1453, 1. Introdução ao Cálculo Estequiométrico (1/2) [Química Geral], O título da aula é auto explicativo, Vídeo
1454, 2. Introdução ao Cálculo Estequiométrico (2/2) [Química Geral], O título da aula é auto explicativo, Vídeo
1455, Entendendo os Polímeros e suas características com prof. Guilherme Vargas, Classificação e caracterísiticas dos polímeros, Vídeo
1456, Aprenda a identificar as funções orgânicas oxigenadas com o prof. Guilherme Vargas, identificação de funções orgânicas oxigenadas, Vídeo
1457, Determinando a hibridação dos átomos - sp<VIRGULA>sp2<VIRGULA>sp3<VIRGULA>sp3d<VIRGULA>sp3d2 -com prof.Guilherme Vargas, determinação do tipo de hibridação dos átoms, Vídeo
1458, Teorias Ácido-Base - Arrhenius<VIRGULA> Bronsted-Lowry e Lewis com prof. Guilherme Vargas, Definiçãodas Teorias de ácido base, Vídeo
1459, Classificação das reações inorgânicas de síntese<VIRGULA> decomposição dupla troca e simples troca, Classificação das reações inorgânicas, Vídeo
1460, Entenda todo o ciclo do Nitrogênio e arrebente no ENEM com Prof. Guilherme Vargas, Ciclo completo do nitrogênio na natureza, Vídeo
1461, Diagrama de fases<VIRGULA> mudança de fases na forma de gráfico com prof. Guilherme Vargas, entendendo o diagrama de fases, Vídeo
1462, Tudo sobre radioatividade para você arrebentar no ENEM e demais vestibulares com prof. Guilherme, Estudo da radioatividade, Vídeo
1463, Entenda o carvão mineral - turfa<VIRGULA> linhito antracito<VIRGULA> hulha - com prof. Guilherme Vargas, formação e tipos de cravão, Vídeo
1464, Hidrogênio<VIRGULA> combustível do futuro? entenda a célula de hidrogênio com Prof. Guilherme Vargas, Com funciona a célula de hidrogênio, Vídeo
1465, 1 Matemática Básica 8º Ano Cálculo Algébrico Aula 1, Matemática Básica 8º Ano - Cálculo Algébrico., Vídeo
1466, 2 Matemática Básica 8º Ano Correção dos Exercícios Aula 2, Matemática Básica 8º Ano - Cálculo Algébrico., Vídeo
1467, 3 Matemática Básica 8º Ano Valor Numérico de uma Expressão Aula 3, Matemática Básica 8º Ano - Cálculo Algébrico., Vídeo
1468, 1 Curso de Matemática Básica Volume Único Aula 1 Conjuntos, Curso de Matemática Básica – Volume Único., Vídeo
1469, 2 Curso de Matemática Básica Volume Único Aula 2 Correção dos Exercícios, Curso de Matemática Básica – Volume Único., Vídeo
1470, 3 Curso de Matemática Básica Volume Único - Igualdade de Conjuntos - Aula 3, Curso de Matemática Básica – Volume Único., Vídeo
1471, 4 Curso de Matemática Básica Volume Único Aula 4 Correção dos Exercícios, Curso de Matemática Básica – Volume Único., Vídeo
1472, 5 Curso de Matemática Básica Volume Único União e Intersecção de Conjuntos Aula 5, Curso de Matemática Básica – Volume Único., Vídeo
1473, 6 Curso de Matemática Básica Volume Único Aula 6 Correção dos Exercícios, Curso de Matemática Básica – Volume Único., Vídeo
1474, 7 Curso de Matemática Básica Volume Único Diferença de Conjuntos e Conjuntos Complementar Aula 7, Curso de Matemática Básica – Volume Único., Vídeo
1475, 8 Curso de Matemática Básica Volume Único Aula 8 Correção dos Exercícios, Curso de Matemática Básica – Volume Único., Vídeo
1476, 9 Curso de Matemática Básica Volume Único Aula 9 Conjuntos Numéricos Parte 1, Curso de Matemática Básica – Volume Único., Vídeo
1477, 10 Curso de Matemática Básica Volume Único Aula 9 Conjuntos Numéricos Parte 2, Curso de Matemática Básica – Volume Único., Vídeo
1478, 11 Curso de Matemática Básica Volume Único Aula 10 Lista de Exercícios, Curso de Matemática Básica – Volume Único., Vídeo
1479, 12 Curso de Matemática Básica Volume Único Aula 11 Correção dos Exercícios, Curso de Matemática Básica – Volume Único., Vídeo
1480," ""Bracatinga"""," ""Acrescentar ao aluno informações acerca de uma espécie de árvore bastante utilizada no Brasil""", Imagem
1481," ""Inscrição e Circunscrição"""," ""Explorar a inscrição e a circunscrição de polígonos em uma circunferência""", Animação/simulação
1482," ""Protocolo: experimentos com água - experiência 2"""," ""Demonstrar como ocorre o processo de ebulição""", Experimento prático
1483," ""Mudança de fase"""," ""&Eacute; necessário ter instalado no computador o programa Adobe Reader""", Experimento prático
1484," ""Prisma de água"""," ""Experimento prático que permite ao aluno entender a decomposição da luz utilizando como prisma uma bacia de água. A luz passa através da água é refletida em um espelho para depois ser decomposta novamente no prisma""", Experimento prático
1485," ""Ressonância na garrafa: parte 1: experimento prático"""," ""Mostrar como são formadas ondas estacionárias no interior de um tubo fechado""", Experimento prático
1486," ""Podemos construir - atividade 1: Podemos construir um ludião?"""," ""Experimento simples <VIRGULA> com a utilização de materiais de baixo custo e de fácil obtenção""", Experimento prático
1487," ""Formando um precipitado: parte 2: vídeo"""," ""Duração de 2:15 minutos. Este vídeo complementa o experimento prático \""Formando um precipitado: parte 1: experimento prático\""""", Vídeo
1488," ""Respostas curtas"""," ""Aprender como dar respostas curtas em inglês""", Software Educacional
1489," ""Mudanças Climáticas"""," ""Ensinar aos alunos que as Mudanças Climáticas são fenômenos naturais <VIRGULA> porém vem sendo intensificado pelas ações humanas""", Vídeo
1490," ""Eletrólise e banho de metais"""," ""Demonstrar aos alunos a técnica de galvanoplastia <VIRGULA> utilizado industrialmente para proteger peças de aços da corrosão""", Experimento prático
1491," ""Incentivo à pesquisa: parte 2 [Como fazer? A escola]"""," ""Duração: 18 min <VIRGULA> 32 s""", Vídeo
1492," ""Controle da nave espacial"""," ""Analisar a influência da força aplicada sobre um corpo para diferentes valores para o coeficiente de atrito""", Animação/simulação
1493," ""Cadeia Alimentar"""," ""Conhecimentos de informática básica e disponibilidade de sistema de áudio""", Vídeo
1494," ""Filogenia"""," ""A animação apresenta conceitos de filogenia""", Animação/simulação
1495," ""Você Sabia?Guardiões da Biosfera - Pantanal - Maior Felino"""," ""Apresentar conceitos fundamentais como biosfera <VIRGULA> bioma <VIRGULA> ecossistema <VIRGULA> ecologia <VIRGULA> biodiversidade e desenvolvimento sustentável""", Vídeo
1496," ""Joaninha teimosa"""," ""Demonstrar as condições necessárias para que um objeto fique em equilíbrio""", Vídeo
1497," ""Plantas bioindicadoras"""," ""Duração: 02:17 minutos. Recurso produzido com apoio da Fundação de Apoio à Pesquisa do Estado de Minas Gerais (FAPEMIG) e do Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPQ ) <VIRGULA> com colaboração de professores do Departamento de Botânica da UFMG""", Áudio
1498," ""A descoberta do conto: a casa: parte 1 [Categorias Literárias]"""," ""Despertar o interesse pela leitura. Propor leitura e produção de outros gêneros textuais. Sugerir atividades que envolvam os aspectos gramaticais""", Áudio
1499," ""Construção e acompanhamento de terrário - Aula 1"""," ""Este material faz parte de uma série de experimentos voltados ao ensino de Biologia <VIRGULA> com material de baixo custo <VIRGULA> produzidos pelo Projeto EMBRIAO <VIRGULA> da Universidade Estadual de Campinas com recursos do FNDE <VIRGULA> MCT e MEC""", Experimento prático
1500," ""Forças no plano inclinado"""," ""Apresenta as \""Forças no Plano Inclinado\"" por meio de animação interativa <VIRGULA> sistema de forças que atuam no corpo em um plano inclinado <VIRGULA> mapa conceitual e textos que instigam o aluno a formular conceitos""", Animação/simulação
1501," ""Célula de combustível alcalina"""," ""Demonstrar o funcionamento de uma célula de combustível alcalina""", Experimento prático
1502," ""Filosofia e ética"""," ""Apresentar os tipos de éticas existentes e ao mesmo tempo diferencia a ética da moral e da metaética""", Vídeo
1503," ""Epidemias - Parte I"""," ""Este material faz parte de uma série de conteúdos digitais voltados ao ensino de Biologia <VIRGULA> produzidos pelo Projeto EMBRIAO <VIRGULA> da Universidade Estadual de Campinas com recursos do FNDE <VIRGULA> MCT e MEC""", Áudio
1504," ""Sinistro II - Classificar e censurar"""," ""Discutir os sentidos de censurar e de efetuar classificação etária""", Animação/simulação
1505," ""Pesos e roldanas"""," ""Este aplicativo permite a discussão da decomposição de forças em um sistema onde se variam as massas dos corpos envolvidos""", Animação/simulação
1506," ""Menos 1 minuto [Orto e grafia]"""," ""Duração: 1 min <VIRGULA> 47 s""", Vídeo
1507," ""Adulto<VIRGULA> cidadão e diferente [Educação especial: deficiência física]"""," ""Assistir a relatos de experiências de pessoas com necessidades especiais e o de pessoas que convivem diretamente com elas""", Vídeo
1508," ""Malária"""," ""Apresenta o ciclo de vida do agente causador da malária""", Animação/simulação
1509," ""Imagens do Brasil III - Prefixos"""," ""Este produto <VIRGULA> que vem acompanhado do Guia do Professor <VIRGULA> tem por objetivo refletir sobre a participação dos prefixos nos sentidos das palavras""", Animação/simulação
1510," ""Uma história de deuses"""," ""Aprender sobre a mitologia grega""", Vídeo
1511," ""Palavras codificadas"""," ""Identifica letras por um plano ordenado. Após <VIRGULA> apresenta frases ou palavras por uma sequência de pares ordenados""", Experimento prático
1512," ""Green"""," ""Apresenta imagem de uma alga verde não-identificada <VIRGULA> células unidas localizada em uma camada de muco com uma textura radiante""", Imagem
1513," ""Ficha som 1"""," ""Demonstrar a propagação do som em meios materiais""", Experimento prático
1514," ""Vela de sabão: Parte 2: Vídeo"""," ""Conhecimento de biomoléculas e reações orgânicas""", Vídeo
1515," ""Musa de Tristânia"""," ""Analisar e compreender como se estruturam os versos cuja metrificação é em redondilha menor dentro de um poema e praticar a escansão das sílabas poéticas""", Outros
1516," ""Lasers"""," ""Analisar como um laser funciona""", Animação/simulação
1517," ""A viagem de Kemi - Alimentos fontes de substâncias básicas - A gente quer comer... A gente quer saber..."""," ""Duração máxima: 10 min. O guia do professor desta mídia refere-se ao tema da Série A Viagem de Kemi: Alimentos fontes de substâncias básicas. Produção: Universidade Federal de Santa Maria. Realização: Fundo Nacional de Educação <VIRGULA> Ministério da Educação e Ministério da Ciência e Tecnologia""", Vídeo
1518," ""Tempo e infinito: parte 2 [Arte e matemática]"""," ""Duração: 2 min <VIRGULA> 40 s""", Vídeo
1519," ""Escrevendo porcentagens como números decimais (ex 1)"""," ""Mais aulas gratuitas em: http://pt.khanacademy.org/video?v=n0IPapuuu6UEste vídeo mostra um exemplo de como escrever porcentagens como números decimais.Titulo em inglês: Converting percents to decimals (ex 1)URL Original: http://www.khanacademy.org/video?v=MkpbtCRwcCESaiba mais em: http://www.fundacaolemann.org.br/khanportugues/""", Vídeo
